Respondent,LanguageWorkedWith
475,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL
476,HTML/CSS;Ruby
477,HTML/CSS;JavaScript;Ruby;SQL
478,C#;Dart;HTML/CSS;JavaScript;SQL
479,C#;C++;Dart;HTML/CSS;JavaScript;Python;SQL
480,Bash/Shell/PowerShell;C#;Go
481,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;PHP;Python
482,Bash/Shell/PowerShell;Java;Kotlin;Python;SQL
483,HTML/CSS;SQL
484,HTML/CSS;JavaScript;PHP;Python;SQL
485,C#;HTML/CSS;JavaScript;SQL;TypeScript;VBA
486,Java;SQL
487,PHP;VBA
488,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Objective-C;Swift;TypeScript
489,C#;Dart;Java;Kotlin
490,Bash/Shell/PowerShell;Go;Java;JavaScript;Kotlin;Python;Swift
491,HTML/CSS;JavaScript;TypeScript
492,C++;HTML/CSS;JavaScript;Python
493,C++
494,C++
495,HTML/CSS;JavaScript;TypeScript
496,Bash/Shell/PowerShell;C++;Java
497,C++;Go;JavaScript;PHP;TypeScript
498,Bash/Shell/PowerShell;Go;JavaScript;Python;Ruby;SQL
499,HTML/CSS;JavaScript;PHP;Python;SQL;Swift
500,C#;HTML/CSS
501,Bash/Shell/PowerShell;C#;Dart;Java;Kotlin
502,SQL
503,C++;HTML/CSS;Java;JavaScript;Python;TypeScript
504,C#;HTML/CSS;Java;JavaScript;Python;SQL
505,C;C++;HTML/CSS;Java;JavaScript;Python
506,Python
507,HTML/CSS;JavaScript
508,Bash/Shell/PowerShell;C;C++;Python
509,HTML/CSS;JavaScript;Ruby
510,Bash/Shell/PowerShell;Python
511,C#;HTML/CSS;JavaScript;SQL;TypeScript
512,JavaScript;Kotlin;Python;Ruby;SQL;TypeScript
513,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Kotlin;Python;SQL;TypeScript
514,Bash/Shell/PowerShell;C#;JavaScript;Python;SQL
515,Bash/Shell/PowerShell;C#;Go;Java;Kotlin;Python;SQL
516,Python
517,Bash/Shell/PowerShell;Java;Python;SQL
518,C#;HTML/CSS;JavaScript;SQL;TypeScript
519,C#;HTML/CSS;JavaScript;PHP;Python;SQL
520,Go;Haskell;HTML/CSS;JavaScript;TypeScript
521,Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;PHP;Python;SQL
522,C++;HTML/CSS;JavaScript;PHP;Python;SQL
523,Bash/Shell/PowerShell;Python;R;SQL;VBA
524,Bash/Shell/PowerShell;C;C++;Go;HTML/CSS;Java;JavaScript;Kotlin;Objective-C;Perl;PHP;SQL
525,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Perl
526,HTML/CSS;Java;Python;R;SQL
527,Bash/Shell/PowerShell;C++;HTML/CSS;JavaScript;PHP;Python;SQL
528,HTML/CSS;JavaScript;TypeScript
529,Swift
530,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL;TypeScript
531,Java;Python
532,C#;Go;HTML/CSS;JavaScript;Ruby;SQL;TypeScript
533,R
534,C#;HTML/CSS;SQL
535,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;PHP;SQL;VBA
536,C#;JavaScript;TypeScript
537,Bash/Shell/PowerShell;C;HTML/CSS;JavaScript;PHP;SQL
538,C;C++;HTML/CSS;Java;JavaScript;R;SQL
539,Java;JavaScript;Python
540,Bash/Shell/PowerShell;Go;HTML/CSS;Java;SQL
541,C#
542,C#;Go;JavaScript;Python;SQL;TypeScript
543,C#;HTML/CSS;JavaScript;PHP;SQL
544,HTML/CSS;JavaScript;PHP;SQL
545,Java
546,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript
547,Java;JavaScript;Kotlin;TypeScript
548,Bash/Shell/PowerShell;C;Go;HTML/CSS;Java;JavaScript;Objective-C;Python;R;Ruby;Rust;SQL;Swift;TypeScript
549,HTML/CSS;JavaScript;PHP;Python;SQL
550,Objective-C;Swift
551,HTML/CSS;Java;JavaScript;TypeScript
552,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;TypeScript
553,C#;HTML/CSS;SQL;TypeScript
554,Haskell;Python
555,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Objective-C;Python;Ruby;SQL;TypeScript
556,HTML/CSS;Java;JavaScript;Ruby;Rust;SQL
557,Java;Python;Scala
558,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL
559,Java;Python
560,C#;HTML/CSS;JavaScript;Ruby;SQL;TypeScript
561,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;PHP;Python;SQL
562,Bash/Shell/PowerShell;Java;Python;SQL
563,C#;R
564,C#;HTML/CSS;Java;JavaScript;TypeScript
565,C;C++
566,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL;TypeScript
567,HTML/CSS;JavaScript
568,JavaScript
569,Bash/Shell/PowerShell;C#;Dart;HTML/CSS;Java;JavaScript;PHP;Ruby;SQL;TypeScript
570,Bash/Shell/PowerShell;C;C#;HTML/CSS;JavaScript;PHP;Python;Ruby;Swift
571,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL
572,Bash/Shell/PowerShell;C;Python
573,Assembly;Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;TypeScript
574,JavaScript;PHP;TypeScript
575,Bash/Shell/PowerShell;C;C#;C++;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript
576,Assembly;C;C#;C++;HTML/CSS;Python;SQL
577,HTML/CSS;JavaScript;SQL;TypeScript
578,C#;Python;SQL
579,Bash/Shell/PowerShell;C#;SQL
580,Java;Kotlin
581,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;PHP;SQL
582,C#;HTML/CSS;JavaScript;SQL;TypeScript
583,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;SQL
584,C#;HTML/CSS;JavaScript;PHP
585,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;R;SQL
586,C;C++;Go;Objective-C;Swift
587,Bash/Shell/PowerShell;C;C#;C++;Go;HTML/CSS;Java;JavaScript;Kotlin;Python;TypeScript
588,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL
589,HTML/CSS;JavaScript;Ruby;TypeScript
590,Bash/Shell/PowerShell;C++;Java;Kotlin;Python;Rust;SQL
591,C#;HTML/CSS;JavaScript;SQL
592,Bash/Shell/PowerShell;Go;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript
593,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript
594,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Perl;SQL;TypeScript
595,Go;Rust;Scala;SQL
596,Ruby;SQL
597,Bash/Shell/PowerShell;C;C++
598,Assembly;Bash/Shell/PowerShell;C;C++
599,C;C#;C++;HTML/CSS;Java;JavaScript;Python
600,HTML/CSS;JavaScript;PHP;SQL
601,Java;Ruby;SQL
602,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL;VBA
603,HTML/CSS;JavaScript;PHP;SQL
604,C#;JavaScript;SQL;TypeScript
605,C;C++;Python;SQL
606,C#;HTML/CSS;Java;JavaScript;PHP;SQL
607,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;TypeScript
608,Bash/Shell/PowerShell;C;C#;HTML/CSS;Java;JavaScript;SQL
609,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL;VBA
610,HTML/CSS;JavaScript
611,Bash/Shell/PowerShell;C#
612,HTML/CSS;Java;JavaScript;PHP;Python
613,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript
614,Bash/Shell/PowerShell;JavaScript;SQL
615,Bash/Shell/PowerShell;Go;JavaScript;Python
616,Bash/Shell/PowerShell;PHP;SQL
617,Bash/Shell/PowerShell;Go;Java;JavaScript
618,Assembly;Bash/Shell/PowerShell;C;C++;Go;HTML/CSS;Java;JavaScript;Python;R;Ruby;SQL
619,HTML/CSS;Java;JavaScript;PHP;Python;SQL
620,C++;HTML/CSS;JavaScript;PHP
621,C#;C++;HTML/CSS
622,HTML/CSS;JavaScript;TypeScript
623,C;C++;Java;Python
624,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;Python;R;Ruby
625,C#;HTML/CSS;JavaScript;SQL
626,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL;TypeScript
627,Bash/Shell/PowerShell;C;C++;HTML/CSS;JavaScript;Python;R
628,Bash/Shell/PowerShell;HTML/CSS;Java;SQL
629,Assembly;Bash/Shell/PowerShell;C;C++;Python
630,Bash/Shell/PowerShell;HTML/CSS;JavaScript
631,C++;Go;HTML/CSS;Java;JavaScript;Python
632,C#;Java
633,Bash/Shell/PowerShell;Java
634,C;C#;Python;VBA
635,Bash/Shell/PowerShell;HTML/CSS;Python;SQL
636,Java;JavaScript
637,C++;HTML/CSS;JavaScript;Ruby
638,Bash/Shell/PowerShell;C#;C++;SQL
639,HTML/CSS;Java;JavaScript;Kotlin
640,HTML/CSS;JavaScript;Python
641,Python
642,C#;SQL
643,C#;HTML/CSS;JavaScript;SQL;TypeScript
644,HTML/CSS;JavaScript;Ruby;SQL;TypeScript
645,Java;Scala;SQL
646,HTML/CSS;JavaScript;Python;SQL
647,C#;HTML/CSS;Java;JavaScript;SQL
648,C#;HTML/CSS;JavaScript;SQL
649,C;C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL
650,Bash/Shell/PowerShell;C;Objective-C;Python;Swift
651,Bash/Shell/PowerShell;C++;HTML/CSS;Python;R;Rust;Scala
652,Assembly;Bash/Shell/PowerShell;C#;C++;HTML/CSS;Java;Python;R;Ruby;SQL
653,C++;Java
654,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL
655,C#;C++;Haskell;HTML/CSS;Java;JavaScript;PHP;Python;SQL
656,C++;Python;SQL
657,C;C++;Haskell;HTML/CSS;Java;JavaScript;Julia;Kotlin;Python;Scala;SQL;Swift;TypeScript
658,C#;JavaScript;SQL
659,C#;Scala
660,C#;C++;Java;JavaScript;Python;R
661,Bash/Shell/PowerShell;C;C#;C++;HTML/CSS;Java;JavaScript;Kotlin;Python;Rust;SQL;TypeScript
662,C++
663,HTML/CSS;JavaScript;Python;Ruby
664,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;PHP;SQL
665,C++;Java;Python
666,C#;HTML/CSS;Java;JavaScript;PHP;Python
667,HTML/CSS;JavaScript;Objective-C;Swift
668,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python;SQL
669,C;C#;C++;HTML/CSS;Java;JavaScript;PHP;Python;R;SQL
670,Bash/Shell/PowerShell;C#;C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL
671,HTML/CSS;JavaScript;Objective-C;Swift
672,SQL
673,Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;JavaScript;Python;R;SQL
674,C#;HTML/CSS;JavaScript;SQL
675,HTML/CSS;JavaScript;TypeScript
676,Bash/Shell/PowerShell;C#;Go;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL
677,Python;SQL
679,Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;Python;SQL
680,Bash/Shell/PowerShell;C;HTML/CSS;Java;Julia;Python;SQL
681,R
682,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL;TypeScript
683,Bash/Shell/PowerShell;C#;C++;HTML/CSS;JavaScript;Objective-C;Python
684,C#;HTML/CSS;JavaScript;Ruby;SQL
685,C;HTML/CSS;JavaScript;Python
686,Java;JavaScript;Python;VBA
687,Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;JavaScript;Perl;PHP;Python;Ruby;SQL
688,Go;HTML/CSS;Java;JavaScript;Python;TypeScript
689,C#;C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL
690,Java;JavaScript;Python;SQL
691,HTML/CSS;JavaScript
692,Bash/Shell/PowerShell;C++
693,VBA
694,C#;HTML/CSS;Java;JavaScript;PHP;SQL
695,C++;HTML/CSS;JavaScript;TypeScript
696,C++;Go;HTML/CSS;Java;JavaScript;Python
697,Bash/Shell/PowerShell;C;C#;C++;HTML/CSS;Java;JavaScript
698,C#;HTML/CSS;JavaScript;Objective-C;Swift;TypeScript
699,C#;HTML/CSS;Java;PHP;SQL
700,HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript
701,Python;R
702,C#;HTML/CSS;JavaScript;TypeScript
703,Assembly;C;C#;C++;HTML/CSS;Java;JavaScript;Objective-C;Perl;PHP;SQL;Swift;VBA
704,Bash/Shell/PowerShell;C;C#;Go;Haskell;HTML/CSS;Java;JavaScript;PHP;Python;SQL
705,C#;HTML/CSS;R;SQL
706,SQL
707,C#;HTML/CSS;JavaScript;Python;R;VBA
708,Bash/Shell/PowerShell;Python;R;Scala;SQL
709,C#;HTML/CSS;JavaScript;Python;SQL;TypeScript
710,Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL
711,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;R;SQL
712,Java;Kotlin
713,C;C#;C++;Java;JavaScript
714,C;C++;Java;JavaScript;Kotlin;Rust;SQL
715,HTML/CSS;Java;JavaScript;Objective-C;PHP
716,Assembly;Bash/Shell/PowerShell;C;C++;JavaScript;Ruby;SQL
717,Assembly;Bash/Shell/PowerShell;C;C++;JavaScript;Python;SQL
718,Python
719,C#;HTML/CSS;JavaScript;SQL
720,C#;R;SQL
721,C#;HTML/CSS;JavaScript;TypeScript
722,JavaScript
723,C++;HTML/CSS;JavaScript;Python;SQL
724,C;C#;C++;Python;SQL;TypeScript
725,Java;Python;Scala;SQL
726,C;C++;Python
727,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;R;SQL
728,HTML/CSS;JavaScript;PHP;Python
729,Java;Kotlin
730,Python;Scala
732,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Rust;SQL;TypeScript
733,HTML/CSS;Java;Objective-C
734,HTML/CSS;Java;JavaScript;PHP
735,C;C++;HTML/CSS;Python;Rust
736,C#;HTML/CSS;Java;Julia;PHP;SQL
737,HTML/CSS;JavaScript;PHP;Ruby;SQL
738,C#;HTML/CSS;JavaScript
739,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Perl;Python;R;Ruby;SQL
740,Bash/Shell/PowerShell;JavaScript;Python;Ruby;SQL
741,HTML/CSS;Python;SQL
742,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript
743,Java;JavaScript;SQL
744,Assembly;Bash/Shell/PowerShell;C;Go;HTML/CSS;JavaScript;Python;Rust
745,Bash/Shell/PowerShell;C;C++;Python
746,Bash/Shell/PowerShell;C;C++;Python
747,Bash/Shell/PowerShell;C#;C++;HTML/CSS;JavaScript;PHP;SQL
748,C#;JavaScript;SQL;VBA
749,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL
750,C;C++;HTML/CSS;JavaScript;Python;SQL
751,Go;HTML/CSS;Python
752,Java;SQL
753,C;C++;Java;Objective-C;Perl;Python;SQL
754,HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript
755,C#;HTML/CSS;JavaScript;PHP;SQL
756,Bash/Shell/PowerShell;Java
757,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;PHP;SQL;TypeScript;VBA
758,Dart;Java;TypeScript
759,Assembly;Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;JavaScript;SQL
760,Bash/Shell/PowerShell;C++;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;SQL;TypeScript
761,C;HTML/CSS;Java;JavaScript;PHP;Python;SQL
762,C#;HTML/CSS;JavaScript;Kotlin;PHP;SQL;VBA
763,Assembly;Bash/Shell/PowerShell;C;C++;Java;Kotlin;Python;Rust
764,C;C#
765,HTML/CSS;JavaScript;PHP;Python;TypeScript
766,C#;HTML/CSS;JavaScript;SQL
767,C++
768,Assembly;Bash/Shell/PowerShell;C;C#;HTML/CSS;JavaScript;PHP;SQL;TypeScript;VBA
769,C++;Java
770,C#;HTML/CSS;JavaScript;VBA
771,C#;Java;JavaScript;PHP;Python;SQL;Swift;TypeScript
772,C#;Go;HTML/CSS;JavaScript;R;SQL
773,Bash/Shell/PowerShell;C++;Java;Python
774,HTML/CSS;JavaScript;TypeScript
775,Go;HTML/CSS;JavaScript;TypeScript
776,Assembly;C#;HTML/CSS;Java;Python;SQL;TypeScript
777,C#;JavaScript;PHP;SQL
778,Bash/Shell/PowerShell;JavaScript;PHP
779,HTML/CSS;Python
780,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL;TypeScript
781,C;C++;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;SQL
782,Assembly;Bash/Shell/PowerShell;C;C++;Haskell;HTML/CSS;Java;JavaScript;Perl;Python;Ruby;SQL
783,Bash/Shell/PowerShell;C++;Go;HTML/CSS;JavaScript;Python;SQL
784,Assembly;C;HTML/CSS;Java;JavaScript;SQL;TypeScript
785,Bash/Shell/PowerShell;HTML/CSS
786,Java;JavaScript;Kotlin;SQL;TypeScript
787,Bash/Shell/PowerShell;Python;R;SQL
788,C#;HTML/CSS;JavaScript;SQL
789,Bash/Shell/PowerShell;Go;HTML/CSS;Java;JavaScript;Rust;SQL
790,Bash/Shell/PowerShell;C;C++;Dart;HTML/CSS;Java;JavaScript;SQL
791,Java;JavaScript;TypeScript
792,Bash/Shell/PowerShell;Go;HTML/CSS;Java;JavaScript;Python;Ruby
793,Bash/Shell/PowerShell;Go;HTML/CSS;Java;JavaScript;SQL;TypeScript
794,Bash/Shell/PowerShell;Python;TypeScript
795,HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript
796,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL
797,Python
798,Bash/Shell/PowerShell;C#;Haskell;HTML/CSS;PHP;Python;SQL;TypeScript
799,C#;VBA
800,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Kotlin
801,HTML/CSS;JavaScript;PHP
802,HTML/CSS;JavaScript;TypeScript
803,C#
804,Bash/Shell/PowerShell;C#;Go;HTML/CSS;Java;JavaScript;Kotlin;PHP;SQL;TypeScript
805,JavaScript;Ruby
806,Bash/Shell/PowerShell;C;Python;SQL
807,C#;HTML/CSS;JavaScript;SQL
808,Bash/Shell/PowerShell;Go;Java;Python
809,Bash/Shell/PowerShell;Java
810,C#;HTML/CSS;JavaScript;SQL;TypeScript
811,C;C#;Perl;Python;Swift
812,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL;TypeScript
813,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Rust;SQL;TypeScript
814,JavaScript;SQL
815,Assembly;Bash/Shell/PowerShell;C;C#;C++;Java;JavaScript;SQL
816,Bash/Shell/PowerShell;HTML/CSS;Java;Python;SQL;VBA
817,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Python;SQL;TypeScript
818,HTML/CSS;JavaScript;PHP;SQL;VBA
819,JavaScript;Python;TypeScript
820,HTML/CSS;JavaScript;PHP;TypeScript
821,Bash/Shell/PowerShell;C#;C++;Dart;HTML/CSS;Java;JavaScript;SQL;TypeScript
822,Bash/Shell/PowerShell;HTML/CSS;JavaScript;TypeScript
823,Bash/Shell/PowerShell;C;HTML/CSS;Java;Python;R;Rust;SQL
824,C;C#;HTML/CSS;Java;Python
825,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;PHP;Python;Ruby
826,Bash/Shell/PowerShell;Java;JavaScript;PHP;SQL
827,Bash/Shell/PowerShell;C;Java;Objective-C;SQL
828,Python;R
829,C;C#;C++;HTML/CSS;Java;JavaScript;Python;SQL
830,Assembly;Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL
831,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL;TypeScript
832,Java;JavaScript;SQL
833,JavaScript
834,C;C#;Java;JavaScript;PHP;Python;Scala;SQL
835,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript
836,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;Swift
837,Bash/Shell/PowerShell;C#;C++;Ruby;TypeScript
838,HTML/CSS;JavaScript;SQL
839,C#;HTML/CSS;Java;JavaScript;PHP;R;SQL;TypeScript
840,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL;TypeScript
841,Scala
842,HTML/CSS;JavaScript;TypeScript
843,C#;TypeScript
844,Bash/Shell/PowerShell;C#;Java;Ruby;SQL
845,HTML/CSS;Java;JavaScript;TypeScript
846,Bash/Shell/PowerShell;C;C#;C++;HTML/CSS;Java;JavaScript;Perl;Python;Scala;SQL;TypeScript
847,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;SQL
848,Java;JavaScript;SQL
850,C#;HTML/CSS;JavaScript;Python;SQL
851,Bash/Shell/PowerShell;C;C++;Python
852,C#;HTML/CSS;JavaScript;Python;TypeScript
853,HTML/CSS;JavaScript;PHP
854,Bash/Shell/PowerShell;C#;C++
855,C;Java;JavaScript;TypeScript
856,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL;VBA
857,Java;JavaScript;SQL;TypeScript
858,HTML/CSS;JavaScript;PHP
859,Bash/Shell/PowerShell;C;C++
860,HTML/CSS;Java;JavaScript;Python;SQL;TypeScript
861,Bash/Shell/PowerShell;HTML/CSS;JavaScript
862,JavaScript;PHP
863,Bash/Shell/PowerShell;Java;SQL
864,Bash/Shell/PowerShell;Go;HTML/CSS;JavaScript;Python;Ruby;SQL
865,C#;HTML/CSS;JavaScript;SQL;TypeScript
866,Python
867,HTML/CSS;Java;Ruby
868,Bash/Shell/PowerShell;C#;Dart;Java;Kotlin;SQL
869,C#;C++
870,C#;HTML/CSS;Objective-C;PHP;SQL
871,HTML/CSS;JavaScript;TypeScript
872,C;C++;HTML/CSS;JavaScript;PHP;TypeScript
873,Bash/Shell/PowerShell;Java;Python;Scala
874,HTML/CSS;JavaScript
875,Assembly;Bash/Shell/PowerShell;C;HTML/CSS;Java;Perl;Python;SQL
876,C#;Go;JavaScript;Objective-C;Ruby;SQL;TypeScript
877,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Python;SQL;TypeScript;VBA
878,HTML/CSS;Java;VBA
879,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python
880,C#;JavaScript;PHP;SQL
881,Bash/Shell/PowerShell;C#;C++;JavaScript;Python;SQL
882,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python
883,C#;HTML/CSS;JavaScript;SQL;TypeScript
884,HTML/CSS;Java;JavaScript;PHP;Swift
885,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;SQL;TypeScript
886,HTML/CSS;JavaScript;Ruby
887,C#;HTML/CSS;JavaScript;SQL;TypeScript
888,Java;Python;SQL
889,C#;HTML/CSS;JavaScript;PHP;SQL;TypeScript
890,Bash/Shell/PowerShell;C;Haskell;HTML/CSS;Java;JavaScript;Python;Ruby;SQL;TypeScript
891,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;SQL;TypeScript
892,C#;HTML/CSS;JavaScript;Python;SQL
893,Java
894,HTML/CSS;SQL
896,Bash/Shell/PowerShell;HTML/CSS;Java;Kotlin;SQL
897,Bash/Shell/PowerShell;C;C++;Python;Rust
898,Bash/Shell/PowerShell;Java;R;Scala
899,Assembly;C#;HTML/CSS;JavaScript;PHP;SQL
900,C;C++;Java;Python;VBA
901,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;SQL
902,Bash/Shell/PowerShell;Python;SQL
903,C;C#;HTML/CSS;Java;JavaScript;Objective-C;PHP;Python;SQL;Swift;TypeScript
905,Bash/Shell/PowerShell;C#;Go;HTML/CSS;JavaScript;Python;SQL;TypeScript
906,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;PHP;SQL
907,Bash/Shell/PowerShell;Go;Java;Python;Ruby;Rust;SQL
908,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Perl;PHP;Python;SQL
909,HTML/CSS;JavaScript;PHP;SQL
910,HTML/CSS;Java;JavaScript;Python
911,C#;HTML/CSS;JavaScript;Python;SQL;Swift;TypeScript
912,C;HTML/CSS;JavaScript;PHP;R;SQL;TypeScript
913,Bash/Shell/PowerShell;C;C++;Java;JavaScript;Perl;Python;SQL;VBA
914,JavaScript;PHP
915,C#;C++;HTML/CSS;Java;JavaScript;SQL;VBA
916,HTML/CSS;JavaScript;PHP;Ruby;SQL
917,C;C#;C++;Dart;Go;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;SQL;Swift;TypeScript
918,C#;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL
919,Bash/Shell/PowerShell;Go;HTML/CSS;JavaScript;PHP;Python;Ruby;SQL;TypeScript
920,HTML/CSS;JavaScript;Python
921,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;SQL;TypeScript;VBA
922,HTML/CSS;Java;JavaScript;PHP;SQL
923,C++;Java;Kotlin
924,Python;R
925,Bash/Shell/PowerShell;C++;HTML/CSS;Java;JavaScript;Python;R;SQL;VBA
926,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Perl;VBA
927,C#;HTML/CSS;JavaScript;PHP;SQL
928,HTML/CSS;Java;JavaScript;TypeScript
929,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Python;SQL;TypeScript;VBA
930,HTML/CSS;JavaScript
931,HTML/CSS;JavaScript;Python
932,Bash/Shell/PowerShell;C#;Go;HTML/CSS;JavaScript;Python;SQL;TypeScript;VBA
933,C;C#;C++;HTML/CSS;PHP;Python;R;SQL
934,JavaScript
935,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript
936,Assembly;Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python
937,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL;TypeScript
938,C#;HTML/CSS;JavaScript;TypeScript
939,Bash/Shell/PowerShell;C;C#;HTML/CSS;Java;JavaScript;PHP;TypeScript;VBA
940,C#;JavaScript
941,HTML/CSS;JavaScript
942,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL
943,C#;HTML/CSS;Python;SQL
944,C;HTML/CSS;SQL
945,C#;Python
946,Bash/Shell/PowerShell;C;C#;C++;HTML/CSS;Java;JavaScript;Python;SQL
947,HTML/CSS;Java;JavaScript
948,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;Ruby;Scala;SQL
949,Java
950,Go;Rust
951,Bash/Shell/PowerShell;C#;Dart;Go;HTML/CSS;JavaScript;PHP;Python;Ruby;SQL;TypeScript
952,Bash/Shell/PowerShell;C;C#;C++;Go;HTML/CSS;Java;JavaScript;Python;TypeScript
953,C#;HTML/CSS;TypeScript
954,Bash/Shell/PowerShell;SQL
955,Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;JavaScript;Python;R;SQL
956,C#;HTML/CSS;JavaScript;PHP
957,C#;HTML/CSS;JavaScript;SQL
958,Bash/Shell/PowerShell;C;C#;C++;HTML/CSS;Java;JavaScript;Objective-C;Perl;PHP;Python;R;Scala;SQL;Swift;TypeScript;VBA
959,C#;HTML/CSS;JavaScript;SQL
960,C#;HTML/CSS;JavaScript;PHP;SQL;TypeScript
961,C#;HTML/CSS;JavaScript;SQL;TypeScript
962,HTML/CSS;Java;JavaScript
963,Bash/Shell/PowerShell;JavaScript;Python;Rust;SQL;TypeScript
964,C#;HTML/CSS;JavaScript;Python;Ruby;SQL;TypeScript
965,Bash/Shell/PowerShell;C
